Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,06:50.0,
1,06:24.5,"HERSELMAN, JAN PAUL",PV,Final,,832,,Q,
2,07:01.0,"COLLINS, GEOFFREY",PV,Final,,690,,,
3,07:06.0,"HANNEKOM, RUBEN",PR,Final,,673,,,
,,,,,,,,,
Women 19 3000m SteepleChase Results (10:30:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,14:00.0,
1,12:04.7,"LE ROUX, TIHANNA",PV,Final,,836,,Q,
2,13:01.9,"TULIS, LEONA",PV,Final,,775,,Q,
3,14:43.1,"KRUGER, TABITA",PV,Final,,686,,,
,,,,,,,,,
Men 19 3000m SteepleChase Results (7:35:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,10:40.0,
1,09:57.0,"JORDAAN, ALFONZO",SH,Final,,868,,Q,
2,10:21.5,"VAN DER WALT, JP",PV,Final,,835,,Q,
3,10:35.9,"SWANEPOEL, RYAN",HJ,Final,,816,,Q,
,,,,,,,,,
Girls 14 90m Hurdles Results (8:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,15.4,
1,13.87,"ROUX, IMKE",GM,Heat 3,-1.9,920,,Q,
2,13.88,"DU PLESSIS, ANNEMIE",BH,Heat 2,-1.9,920,,Q,
3,14.38,"VISSER, ISABELLA",PG,Heat 2,-1.9,876,,Q,
4,14.59,"LEOTA, CHIARA",PV,Heat 1,-1.9,859,,Q,
5,14.66,"BOOYSEN, LISA",PG,Heat 3,-1.9,853,,Q,
,,,,,,,,,
Boys 14 100m Hurdles Results (9:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,15.4,
1,14.07,"BARON, DUREN",GM,Heat 1,-2.1,852,,Q,
2,14.09,"JACOBS, JENO",HJ,Heat 1,-2.1,850,,Q,
3,15.07,"DANIELS, REAGAN",GM,Heat 1,-2.1,760,,Q,
,,,,,,,,,
Girls 15 90m Hurdles Results (8:10:00 AM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,14.9,
1,13.97,"STEYN, ZANI",PG,Heat 2,-2,876,,Q,
2,14.01,"GEORGE, BRIANA",PG,Heat 1,-1.7,873,,Q,
3,14.28,"STOCKIGT, ILKE",BH,Heat 1,-1.7,850,,Q,
4,14.83,"HUGO, MARLENE",GM,,,Prestige,,Q,
,,,,,,,,,
Boys 15 100m Hurdles Results (9:10:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,14.8,
1,13.64,"GOUSSARD, EWALD",SH,Heat 2,-1.2,871,,Q,
2,14.02,"RIBEIRO, ZACHARY",PR,Heat 1,-2,832,,Q,
3,14.19,"BLAUW, HEIDEN",HJ,Heat 1,-2,815,,Q,
4,14.2,"DONCASTER, JAMIE",HJ,Heat 2,-1.2,814,,Q,
5,14.33,"DU PLESSIS, JASON",GM,Heat 1,-2,801,,Q,
,,,,,,,,,
Girls 17 100m Hurdles Results (8:30:00 AM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,16.6,
1,14.53,"JANSEN VAN RENSBURG, LUME",GM,,,Prestige,,Q,
2,14.85,"EVANS, AMY",RH,Heat 2,-1.6,831,,Q,
3,14.87,"BASSON, KYLIE",LR,,,Stellenberg,,Q,
4,14.88,"CORNELIUS, HAYDEN-REESE",SH,Heat 1,0.6,828,,Q,
5,14.92,"CORNELIUS, ASHLEY",GM,Heat 1,0.6,824,,Q,
6,15.03,"ROUX, KYLIN",GM,Heat 2,-1.6,813,,Q,
7,15.1,"COETZEE, NINKE",LR,Heat 1,0.6,806,,Q,
,,,,,,,,,
Boys 17 110m Hurdles Results (9:35:00 AM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,16.5,
1,14.67,"VILJOEN, MARCUS",PR,Heat 2,-0.6,836,,Q,
2,14.71,"ALFRED, ZACHARY",HJ,,,Prestige,,Q,
3,15.27,"SLABBERT, MARTIN",PR,Heat 2,-0.6,771,,Q,
4,15.32,"PIETERSEN, HAYDRIANE",ST,Heat 1,,766,,Q,
5,15.56,"LOUW, CONRICK",GM,Heat 1,,742,,Q,
6,16.04,"MOSTERT, MALAN",GM,Heat 2,-0.6,698,,Q,
,,,,,,,,,
Women 19 100m Hurdles Results (8:50:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,16.6,
1,16.00,"VAN HEERDEN, VEERLE",BH,Heat 1,-1.9,795,,Q,
2,16.71,"DE PLOOY, LARUSHKAH",LR,Heat 1,-1.9,756,,,
,,,,,,,,,
Men 19 110m Hurdles Results (9:50:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,,
,,,,,,,,,
Girls 14 300m Hurdles Results (4:10:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,53.0,
1,00:46.8,"ROUX, IMKE",GM,Heat 1,,858,,Q,
2,00:47.3,"CRAFFORD, ANABELLE",PG,Heat 1,,846,,Q,
3,00:47.4,"STEMMET, LILA",GM,Heat 1,,843,,Q,
4,00:47.5,"BOOYSEN, LISA",PG,Heat 1,,843,,Q,
5,00:47.8,"DU PLESSIS, ANNEMIE",BH,Heat 2,,836,,Q,
,,,,,,,,,
Boys 14 300m Hurdles Results (4:30:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,48.0,
1,00:40.9,"JACOBS, JENO",HJ,Heat 2,,734,,Q,
2,00:41.2,"WILLEMSE, DEACONN",PR,Heat 2,,721,,Q,
3,00:45.0,"JANSE VAN NOORDWYK, DIRK",GM,Heat 2,,567,,Q,
4,00:45.4,"DANIELS, REAGAN",GM,Heat 1,,554,,Q,
5,00:46.2,"SWANEPOEL, REGHARD",PV,Heat 2,,527,,Q,
,,,,,,,,,
Girls 15 300m Hurdles Results (4:20:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,51.0,
1,47.45,"HUGO, MARLENE",GM,,,Prestige,,Q,
2,47.48,"BOTHA, SHAMMEI",BH,Heat 1,,833,,Q,
3,48.88,"BARNARD, MIKAYLA",PG,Heat 1,,804,,Q,
4,50.14,"STEYN, ZANI",PG,Heat 1,,779,,Q,
,,,,,,,,,
Boys 15 300m Hurdles Results (4:40:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,45.0,
1,39.55,"HENDRICKS, JASON",PR,Heat 1,,816,,Q,
2,40.46,"BLAUW, HEIDEN",HJ,Heat 1,,767,,Q,
3,41.34,"DONCASTER, JAMIE",HJ,Heat 1,,725,,Q,
4,41.52,"DU PLESSIS, JASON",GM,Heat 1,,716,,Q,
5,42.8,"HENDRICKS, COLE",SH,Heat 2,,660,,Q,
,,,,,,,,,
Girls 17 400m Hurdles Results (5:00:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,71.0,
1,01:03.3,"BASSON, KYLIE",LR,,,Curro,,Q,
2,01:05.0,"MARTHINUSSEN, CUBIN",LR,Heat 2,,881,,Q,
3,01:05.0,"JANSEN VAN RENSBURG, LUME",GM,,,Curro,,Q,
4,01:06.4,"COETZEE, NINKE",LR,Heat 2,,860,,Q,
5,01:07.3,"STOFFELS, CHLOE",PG,Heat 1,,844,,Q,
6,01:08.5,"DU PLESSIS, LILA",SH,Heat 1,,828,,Q,
,,,,,,,,,
Boys 17 400m Hurdles Results (5:15:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,61.5,
1,00:56.4,"LE ROUX, KRIGE",PR,,,Prestige,,Q,
2,00:57.7,"JANSEN, LIAN",PR,Heat 1,,713,,Q,
3,00:58.5,"SAMUELS, EDNEIL",GM,Heat 1,,684,,Q,
4,00:59.8,"MOSTERT, MALAN",GM,Heat 1,,640,,Q,
5,00:59.9,"LOUW, CONRICK",GM,Heat 2,,636,,Q,
6,00:59.9,"MUBAIWA, RUSSELL",HH,Heat 2,,635,,Q,
,,,,,,,,,
Women 19 400m Hurdles Results (5:05:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,70.5,
1,01:02.6,"WILSON, MIA",LR,,,Curro,,Q,
2,01:05.1,"ENGELBRECHT, LIDA",BH,Heat 1,,868,,Q,
3,01:05.3,"VISSER, JANIE",PG,Heat 1,,864,,Q,
,,,,,,,,,
Men 19 400m Hurdles Results (5:25:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,60.0,
1,00:53.7,"SCHOEMAN, ABELINUS",HJ,Heat 1,,909,,Q,
2,00:56.1,"BUSH, JO-WAINE",SH,Heat 1,,854,,Q,
3,00:56.9,"SAMEULS, HYDEN",HJ,Heat 1,,838,,Q,
4,00:57.9,"FERREIRA, DRIES",PR,Heat 1,,817,,Q,
,,,,,,,,,
Girls 14 HighJump Results (8:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,1.40,
1,1.5,"LEOTA, CHIARA",PV,Final,,700,,Q,
1,1.5,"JOUBERT, ELIZABETH",PG,Final,,700,,Q,
1,1.5,"PETERSEN, EVA",LR,Final,,700,,Q,
6,1.45,"HAAS, LACHE",PG,Final,,630,,Q,
6,1.45,"GERBER, SCARLET",LR,Final,,630,,Q,
,,,,,,,,,
Boys 14 HighJump Results (5:45:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,1.58,
1,1.85,"ALBERTS, LANWERD",GM,Final,,870,,Q,
2,1.65,"GOSSMANN, JAYDEN",HJ,Final,,640,,Q,
2,1.65,"SWART, JOHAN",PR,Final,,640,,Q,
2,1.65,"MOSES, CHRISANDO",KN,Final,,640,,Q,
7,1.6,"BARDOLIA, ELI LUKE",GS,Final,,590,,Q,
,,,,,,,,,
Girls 15 HighJump Results (3:00:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,1.45,
1,1.6,"DE NECKER, JANKE",PG,Final,,790,,Q,
2,1.55,"KARSTEN, KARMI",PV,Final,,720,,Q,
3,1.5,"VAN DEVENTER, LARA",LR,Final,,660,,Q,
3,1.5,"FRITZ, MINE",LR,Final,,660,,Q,
3,1.5,"HENDERSON, LUCY",BG,Final,,660,,Q,
,,,,,,,,,
Boys 15 HighJump Results (9:25:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,1.68,
1,1.75,"VAN DER WESTHUIZEN, JOSHUA",NO,Final,,700,,Q,
2,1.73,"UREN, NATHAN",HU,Final,,680,,Q,
3,1.65,"BOSMAN, JAN",PR,Final,,600,,Q,
,,,,,,,,,
Girls 17 HighJump Results (12:15:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,1.49,
1,1.65,"SMIT, ANJA",GM,Final,,790,,Q,
1,1.65,"MALAN, MARIANNE",PG,,,Prestige,,Q,
4,1.6,"LE ROUX, KAYLA",PG,Final,,730,,Q,
5,1.55,"BURGER, ANNALENE",PV,Final,,670,,Q,
6,1.49,"MYBURGH, JEANNIE",BH,Final,,600,,Q,
6,1.49,"HAUPT, CHLOE",SH,Final,,600,,Q,
,,,,,,,,,
Boys 17 HighJump Results (10:50:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,1.76,
1,1.93,"ENGELBRECHT, CHARL",SH,Final,,810,,Q,
1,1.93,"DE VRIES, CONNOR",HJ,Final,,810,,Q,
4,1.9,"LE ROUX, MATAO",SH,Final,,780,,Q,
5,1.8,"SERFONTEIN, JEAN",GM,Final,,670,,Q,
6,1.76,"VAN LOGGERENBERG, ZIAN",PV,Final,,630,,Q,
,,,,,,,,,
Women 19 HighJump Results (4:25:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,1.55,
1,1.6,"ELENIS, ZOEY",RH,Final,,690,,Q,
2,1.55,"STANDER, ALECIA",BH,Final,,630,,Q,
2,1.55,"REID, MAKAYLA",GM,Final,,630,,Q,
,,,,,,,,,
Men 19 HighJump Results (1:40:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,1.79,
1,1.85,"GIBSON, HARRISON",PR,Final,,660,,Q,
2,1.75,"ARENDS, LEIGHTON",SH,Final,,560,,,
3,1.7,"HOFFMAN, KEENAN",KN,Final,,510,,,
,,,,,,,,,
Girls 15 Polevault Results (8:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,2.00,
1,2.6,"DUMAS, LINDIE",PG,Final,,572,,Q,
2,2.4,"VAN DER MERWE, CARA",PG,Final,,492,,Q,
3,2.2,"KWAK, M8SCHA",GM,Final,,410,,Q,
4,2,"SAAYMAN, MINKE",GM,Final,,324,,Q,
4,2,"DE JAGER, ANJE",BH,Final,,324,,Q,
,,,,,,,,,
Boys 15 Polevault Results (1:10:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,2.40,
1,3.6,"DU PREEZ, ANRE",GM,Final,,572,,Q,
2,3.3,"AYLWARD, JOHN",HU,Final,,456,,Q,
3,3,"ESTERHUYSEN, WESSEL",GM,Final,,336,,Q,
4,2.8,"DE BEER, HANNES",GM,Final,,250,,Q,
5,2.6,"EHLERS, RIAAN-LOUIS",GM,Final,,164,,Q,
,,,,,,,,,
Girls 17 Polevault Results (3:00:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,2.30,
1,3.3,"BARNARD, LIRA",SH,Final,,773,,Q,
2,3.2,"VAN HUYSSTEEN, NIKA",GM,Final,,740,,Q,
2,3.2,"SCHEEPERS, MIA",PG,,,WPA League,,Q,
5,2.8,"LE ROUX, KAYLEE",RH,Final,,603,,Q,
5,2.8,"KREMS, MIENKE",GM,Final,,603,,Q,
5,2.8,"DE BEER, ISABELLA",SH,Final,,603,,Q,
,,,,,,,,,
Boys 17 Polevault Results (10:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,3.40,
1,4.1,"CILLIERS, JEANDRE",PR,Final,,686,,Q,
2,4,"DE BEER, CORNE",GM,Final,,653,,Q,
3,3.9,"REYNECKE, BEN",GM,Final,,616,,Q,
4,3.5,"KLUE, JOHAN",BL,Final,,473,,Q,
,,,,,,,,,
Women 19 Polevault Results (11:45:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,2.50,
1,4,"DE BEER, ANSUMÈ",SH,Final,,940,,Q,
2,3.6,"ROTHMAN, SYDNEY",PG,Final,,831,,Q,
,,,,,,,,,
Men 19 Polevault Results (4:25:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,3.68,
1,4,"HWATA, ELVIS",GM,Final,,603,,Q,
2,3.8,"DU TOIT, KEAN",PR,Final,,533,,Q,
,,,,,,,,,
Girls 14 LongJump Results (12:15:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,4.60,
1,5.38,"HAAS, LACHE",PG,Final,,866,,Q,
2,5.21,"STEMMET, LILA",GM,Final,,800,,Q,
3,5.04,"BESTERFIELD, LISA",GM,Final,,736,,Q,
4,4.84,"JOHNSON, AMY",LR,Final,,660,,Q,
5,4.79,"GOEBEL, LEAH",PG,Final,,640,,Q,
,,,,,,,,,
Boys 14 LongJump Results (9:25:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,5.40,
1,5.98,"VAN DER WESTHUIZEN, DANIEL",HJ,Final,,815,,Q,
2,5.91,"ALBERTS, LANWERD",GM,Final,,797,,Q,
3,5.89,"HENDRICKS, LEIGHTON",PR,Final,,792,,Q,
4,5.88,"ENGELBRECHT, ALANO",GM,Final,,790,,Q,
5,5.68,"MATTHEE, BURGER",GM,Final,,740,,Q,
,,,,,,,,,
Girls 15 LongJump Results (4:25:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,4.70,
1,5.61,"NEL, CARA-MIA",GM,Final,,888,,Q,
2,5.5,"GEORGE, BRIANA",PG,Final,,850,,Q,
3,5.22,"DE WET, DEBRA",PG,Final,,745,,Q,
4,5.02,"KARSTEN, KARMI",PV,Final,,672,,Q,
5,5.01,"CARSTENS, LUMARI",LR,Final,,668,,Q,
,,,,,,,,,
Boys 15 LongJump Results (10:50:00 AM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,6.00,
1,6.48,"FINCK, ZEKE",GM,,,Prestige,,Q,
2,6.36,"RIBEIRO, ZACHARY",PR,Final,,850,,Q,
3,6.2,"WEST, BION",GM,,,Prestige,,Q,
4,5.95,"RAMUS, QUADE",HJ,Final,,750,,,
5,5.91,"PIETERSEN, GESHEM",PR,Final,,740,,,
,,,,,,,,,
Girls 17 LongJump Results (3:00:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,4.90,
1,5.65,"VAN DYK, SKYLER",PG,Final,,803,,Q,
2,5.61,"DE VRIES, GRACE",PG,Final,,788,,Q,
3,5.51,"SMIT, ANJA",GM,Final,,753,,Q,
4,5.22,"SULIVAN, NIKITA",PV,Final,,650,,Q,
5,5.18,"JANSEN VAN RENSBURG, LUME",GM,,,Prestige,,Q,
6,5.09,"WAGNER, LEYLA",PG,Final,,603,,Q,
,,,,,,,,,
Boys 17 LongJump Results (1:40:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,6.30,
1,6.63,"CUPIDO, LIAM",KN,Final,,820,,Q,
2,6.45,"GOSSMANN, JOSH",HJ,Final,,777,,Q,
3,6.33,"FREDERICKS, EDISON",SH,Final,,750,,Q,
4,6.3,"PAULSE, COHAN",KN,Final,,744,,Q,
,,,,,,,,,
Women 19 LongJump Results (8:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,5.00,
1,5.1,"NORTJÈ, DANIÈLLE",BH,Final,2.1,540,,Q,
2,5.05,"PIETERSEN, KECE",PG,Final,2.1,520,,Q,
3,4.93,"VALENTYN, REECHIA",LR,Final,2.1,480,,,
,,,,,,,,,
Men 19 LongJump Results (8:30:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,6.50,
1,6.88,"KLEYNHANS, JOHAN",GM,,,Stellenberg,,Q,
2,6.17,"DEELMAN, JELENZO",PJ,Final,,650,,,
3,6.13,"BOOYSEN, MALACHAI",CV,Final,,640,,,
4,6.08,"JACOBS, JOSHUA",HH,Final,,628,,,
,,,,,,,,,
Girls 15 TripleJump Results (1:40:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,9.10,
1,10.81,"NEL, CARA-MIA",GM,Final,,835,,Q,
2,9.92,"CONRADIE, MILA",PV,Final,,736,,Q,
3,9.65,"THOMAS, ASHLEY",RH,Final,,704,,Q,
4,9.58,"CARSTENS, LUMARI",LR,Final,,696,,Q,
5,9.29,"VORSTER, LAYLA",PG,Final,,662,,Q,
,,,,,,,,,
Boys 15 TripleJump Results (3:00:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,11.8,
1,11.91,"RAMUS, QUADE",HJ,Final,,535,,Q,
2,11.59,"SWANEPOEL, REGHARD",PV,Final,,481,,,
3,11.47,"BRUWER, JACOBUS",HJ,Final,,461,,,
,,,,,,,,,
Girls 17 TripleJump Results (12:15:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,9.60,
1,11.8,"VAN DYK, SKYLER",PG,Final,,877,,Q,
2,11.67,"DE VRIES, GRACE",PG,Final,,864,,Q,
3,11.05,"SULIVAN, NIKITA",PV,Final,,800,,Q,
4,10.95,"MAREE, ANYA",SH,Final,,788,,Q,
5,10.44,"LE ROUX, TINETTE",LR,Final,,733,,Q,
,,,,,,,,,
Boys 17 TripleJump Results (8:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,12.00,
1,13.25,"WILLIS, CRONAN",PR,Final,,667,,Q,
2,13.07,"VAN HEERDEN, REINHARDT",HJ,Final,,640,,Q,
3,12.64,"LAPPEMAN, ANDREW",PR,Final,,572,,Q,
4,12.61,"KLAASEN, JP",GM,Final,,567,,Q,
5,12.33,"APOLLIS, LIAM",HU,Final,,523,,Q,
,,,,,,,,,
Women 19 TripleJump Results (10:50:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,10.00,
1,10.7,"PIETERSEN, KECE",PG,Final,,717,,Q,
2,10.58,"WILLIAMSON, KRISTIN",RH,Final,,705,,Q,
,,,,,,,,,
Men 19 TripleJump Results (4:25:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,13.00,
1,14.12,"MBONGO, VUYO",DT,Final,,735,,Q,
2,13.57,"MGAJO, HLALINATHI",ZE,Final,,652,,Q,
3,12.68,"JANSE VAN RENSBURG, LEON",PR,Final,,516,,,
,,,,,,,,,
Girls 14 Shotput Results (10:50:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,9.00,
1,10.71,"WESSELS, EMILI",BH,Final,,800,,Q,
2,10.65,"COETZEE, LIANE",LR,Final,,797,,Q,
3,10.13,"DAVEY, LIZANDRE",NO,Final,,773,,Q,
4,9.86,"VAN HELDEN, MADISON",PV,Final,,760,,Q,
5,9.65,"KLUYTS, MARLI",SH,Final,,750,,Q,
,,,,,,,,,
Boys 14 Shotput Results (12:15:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,11.00,
1,14.75,"KNOETZE, AARON",GM,Final,,833,,Q,
2,14.15,"ONCKE, TYRON",GM,Final,,805,,Q,
3,12.8,"EBERHARDT, TRAVIS",HJ,Final,,740,,Q,
,,,,,,,,,
Girls 15 Shotput Results (8:00:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,9.60,
1,12.67,"WIUM, BEA",BH,Final,,869,,Q,
2,12.62,"STUART, HARIOL-JOE",PG,Final,,867,,Q,
3,12.39,"GROBLER, MILA",PG,Final,,858,,Q,
4,12.19,"JORDAAN, MIKYLA",RH,Final,,850,,Q,
5,10.72,"HUMAN, LUKA",PG,Final,,786,,Q,
,,,,,,,,,
Boys 15 Shotput Results (9:25:00 AM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,13.00,
1,15.03,"CALITZ, JOEY",PR,Final,,840,,Q,
2,13.72,"LE ROUX, GERHARD",PV,Final,,779,,Q,
3,13.22,"TREURNICHT, JEANDRE",GM,Final,,755,,Q,
,,,,,,,,,
Girls 17 Shotput Results (4:25:00 PM),,,,,,,,,
Combined Results (All Records),,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,10.00,
1,15.46,"UECKERMANN, MILA",SH,Final,,948,,Q,
2,11.35,"LACOCK, MIKYLA",BH,Final,,788,,Q,
3,11.18,"BARNARD, ZU-MARIE",LR,Final,,781,,Q,
4,11.1,"BOTHA, TERESA",LR,,,Stellenberg,,Q,
5,10.74,"MARX, ZELRI",PG,Final,,762,,Q,
6,10.57,"STEENKAMP, MIKAYLA",PG,Final,,755,,Q,
,,,,,,,,,
Boys 17 Shotput Results (5:45:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,14.00,
1,15.38,"BARNARD, NATHAN",PR,Final,,834,,Q,
2,14.61,"STEYL, JAYDEN",GM,Final,,801,,Q,
3,14.4,"FAUL, ADRIAN",HJ,Final,,792,,Q,
4,14.2,"MATTHEE, WALDO",BL,Final,,783,,Q,
,,,,,,,,,
Women 19 Shotput Results (1:40:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,10.00,
1,11.59,"VAN ROOYEN, LOUISE",PG,Final,,855,,Q,
2,11,"DESTROO, CORNELIA",LR,Final,,834,,Q,
3,9.98,"VAN DER MERWE, LOUISE",SH,Final,,796,,,
,,,,,,,,,
Men 19 Shotput Results (3:00:00 PM),,,,,,,,,
"Combined Results (Top 5 Athletes, Sorted by Performance)",,,,,,,,,
Rank,Performance,Name,Team,Heat/Pit,Wind,Score,,13.80,
